code,name_short,gender,function,country_code,country,nationality,height,weight,disciplines,events,birth_date,occupation,coach,influence,ritual,Cluster
1556091,ROMANCHUK M,Male,Athlete,UKR,Ukraine,Ukraine,0,0.0,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",07-08-1996,Athlete,,His parents,,0
1556092,BUKHOV V,Male,Athlete,UKR,Ukraine,Ukraine,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",05-07-2002,Athlete,Personal: Andriy Khloptsov (UKR),His family,,0
1556093,KESIL D,Male,Athlete,UKR,Ukraine,Ukraine,0,0.0,['Swimming'],"[""Men's 200m Butterfly""]",26-10-2000,Student,Personal: Konstantin Kartashov (UKR),,,0
1556094,ZHELTIAKOV O,Male,Athlete,UKR,Ukraine,Ukraine,0,0.0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke""]",15-11-2005,,Club: Oleksandr Kulyk (UKR),,,0
1556208,PRIYANKA,Female,Athlete,IND,India,India,158,0.0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",10-03-1996,"Athlete, railway worker (clerk in the personnel department of North Eastern Railway in Uttar Pradesh, India)",National: Gurmeet Singh (IND),,"Carries a small statue of Bal Gopala (the divine child, the infant form of Lord Krishna) wherever she competes",1
1556210,JACOB A,Male,Athlete,IND,India,India,178,0.0,['Athletics'],"[""Men's 4 x 400m Relay""]",02-05-1998,Athlete,National: Galina Bukharina,,He recites a prayer before competing,1
1556225,COLODROVSCHI S,Male,Athlete,ROU,Romania,Romania,201,0.0,['Water Polo'],['Men'],02-08-2000,Athlete,National: Bogdan Rath (ROU),,,1
1556227,DRAGUSIN E,Male,Athlete,ROU,Romania,Romania,189,0.0,['Water Polo'],['Men'],05-01-1984,Athlete,National: Bogdan Rath (ROU),,,1
1556228,FULEA TA,Male,Athlete,ROU,Romania,Romania,192,0.0,['Water Polo'],['Men'],13-03-1997,Athlete,National: Bogdan Rath (ROU),,,1
1556229,GEORGESCU VL,Male,Athlete,ROU,Romania,Romania,186,0.0,['Water Polo'],['Men'],31-03-1999,Athlete,National: Bogdan Rath (ROU),,,1
1556230,IUDEAN F,Male,Athlete,ROU,Romania,Romania,208,0.0,['Water Polo'],['Men'],28-09-2001,Athlete,National: Bogdan Rath (ROU),,,1
1556231,LUTESCU M,Male,Athlete,ROU,Romania,Romania,189,0.0,['Water Polo'],['Men'],05-06-2002,Athlete,National: Bogdan Rath (ROU),,,1
1556238,NEAMTU A,Male,Athlete,ROU,Romania,Romania,189,0.0,['Water Polo'],['Men'],06-04-2004,Athlete,National: Bogdan Rath (ROU),Romanian water polo coach Andrei Mateiasi,,1
1556239,OANTA N,Male,Athlete,ROU,Romania,Romania,194,0.0,['Water Polo'],['Men'],14-08-1990,Athlete,National: Bogdan Rath (ROU),,,1
1556241,PRIOTEASA A,Male,Athlete,ROU,Romania,Romania,185,0.0,['Water Polo'],['Men'],03-04-1996,Athlete,National: Bogdan Rath (ROU),,,1
1556243,TEPELUS A,Male,Athlete,ROU,Romania,Romania,197,0.0,['Water Polo'],['Men'],09-02-2005,Athlete,National: Bogdan Rath (ROU),,,1
1556244,TIC MF,Male,Athlete,ROU,Romania,Romania,193,0.0,['Water Polo'],['Men'],09-09-1996,Athlete,National: Bogdan Rath (ROU),His father,,1
1556245,VANCSIK L,Male,Athlete,ROU,Romania,Romania,200,0.0,['Water Polo'],['Men'],12-07-1994,Athlete,National: Bogdan Rath (ROU),,,1
1556381,ALMANZA RM,Female,Athlete,CUB,Cuba,Cuba,165,0.0,['Athletics'],"[""Women's 4 x 400m Relay"", ""Women's 800m""]",13-07-1992,Athlete,Personal: Nelson Gutierrez (CUB),,,1
1556383,COOPER GASPAR D,Female,Athlete,CUB,Cuba,Cuba,168,0.0,['Athletics'],"[""Women's 4 x 400m Relay"", ""Women's 800m""]",11-03-2002,"Athlete, student",Personal: Pedro Tamayo (CUB),My mother,,1
1556384,DIAGO MESA S,Female,Athlete,CUB,Cuba,Cuba,169,0.0,['Athletics'],"[""Women's 4 x 400m Relay""]",26-08-1995,Athlete,Francisco Ayala (CUB),,,1
1556385,GARCIA ABREU Y,Female,Athlete,CUB,Cuba,Cuba,164,0.0,['Athletics'],"[""Women's 100m""]",11-08-1999,Athlete,Personal: Jose Feliciano Biliers (CUB),,,1
1556388,GOMEZ R,Female,Athlete,CUB,Cuba,Cuba,169,0.0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",07-01-1999,Athlete,Coach: Ricardo Molina (CUB),Parents and sister,,1
1556390,MATHEUS MDP,Female,Athlete,CUB,Cuba,Cuba,178,0.0,['Athletics'],"[""Women's Discus Throw""]",19-01-2001,Athlete,Personal: Raul Calderon (CUB),My mother,,1
1556391,MORALES S,Female,Athlete,CUB,Cuba,Cuba,170,0.0,['Athletics'],"[""Women's Discus Throw""]",30-08-2000,Athlete,Personal: 1992 Olympian Hilda Elisa Ramos (CUB),,,1
1556395,PEREZ HERNANDEZ L,Female,Athlete,CUB,Cuba,Cuba,188,0.0,['Athletics'],"[""Women's Triple Jump""]",10-01-2002,Athlete,Personal: Ricardo Ponce (CUB),Her mother,,1
1556397,POVEA L,Female,Athlete,CUB,Cuba,Cuba,160,0.0,['Athletics'],"[""Women's Triple Jump""]",06-02-1996,Athlete,"Personal: Yoelbi Quesada (CUB), 1996 Olympic bronze medallist, 1997 world champion","Mother, grandparents and coaches",,1
1556403,KIHLENG K,Female,Athlete,FSM,Micronesia,Micronesia,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",12-08-2003,Athlete,,,,0
1556598,ABDUL RAZZAQ FN,Female,Athlete,MDV,Maldives,Maldives,164,0.0,['Badminton'],"[""Women's Singles""]",13-06-1999,Athlete,,,,1
1556614,KEMP C,Female,Athlete,GER,Germany,Germany,0,0.0,['Surfing'],['Women'],30-01-1996,Athlete,,,,0
1556615,ELTER T,Male,Athlete,GER,Germany,Germany,0,0.0,['Surfing'],['Men'],05-10-2003,Athlete,,His father,,0
1556634,HOANG TT,Female,Athlete,VIE,Vietnam,Vietnam,0,0.0,['Judo'],['Women -48 kg'],04-06-1994,,Nguyen Duy Khanh,Coach Khanh,,0
1556645,LI Y,Female,Athlete,GER,Germany,Germany,171,0.0,['Badminton'],"[""Women's Singles""]",30-05-1998,Athlete,,,"""When I've played a good match and won, I try to maintain the same routine most of the time. For example, getting the same thing for breakfast, or playing with the same racket."" (badmintoneurope.com, 12 Apr 2018)",1
1556646,LAMSFUSS M,Male,Athlete,GER,Germany,Germany,186,0.0,['Badminton'],"[""Men's Doubles""]",19-04-1994,Athlete,National: Jeppe Ludvigsen (DEN),,"""Before going to sleep (the day before a competition), I mentally go through the game and tactics so that I am prepared for all situations."" (myInfo)",1
1556647,ROTH F,Male,Athlete,GER,Germany,Germany,191,0.0,['Badminton'],"[""Men's Singles""]",29-11-1995,,,"His brothers. ""They believed in me since day one, in good times and bad."" (Athlete, 26 May 2024)",,1
1556649,SEIDEL M,Male,Athlete,GER,Germany,Germany,190,0.0,['Badminton'],"[""Men's Doubles""]",09-11-1995,Athlete,National: Jeppe Ludvigsen (DEN),,,1
1556671,ESSAYI A,Male,Athlete,MAR,Morocco,Morocco,174,0.0,['Athletics'],"[""Men's 1500m""]",18-05-2001,Athlete,,,,1
1556677,RAZIKI A,Female,Athlete,MAR,Morocco,Morocco,175,0.0,['Athletics'],"[""Women's 800m""]",04-10-1996,Athlete,,,,1
1556680,TAHIRI R,Female,Athlete,MAR,Morocco,Morocco,162,0.0,['Athletics'],"[""Women's Marathon""]",09-08-1998,Athlete,Personal: Hafid Nabaoui (MAR),,,1
1556793,LAU A,Female,Athlete,MAS,Malaysia,Malaysia,165,0.0,['Golf'],"[""Women's Individual Stroke Play""]",18-03-2000,,,,,1
1556796,GREEN G,Male,Athlete,MAS,Malaysia,Malaysia,185,0.0,['Golf'],"[""Men's Individual Stroke Play""]",28-12-1993,,,His grandfather,,1
1556797,MUYDINKHUJAEV A,Male,Athlete,UZB,Uzbekistan,Uzbekistan,174,0.0,['Boxing'],"[""Men's 71kg""]",08-05-2001,,,,,1
1556818,ENNADI N,Female,Athlete,MAR,Morocco,Morocco,174,0.0,['Athletics'],"[""Women's 400m Hurdles""]",05-04-1999,Athlete,,,,1
1556821,KHABIBULLAEV T,Male,Athlete,UZB,Uzbekistan,Uzbekistan,185,0.0,['Boxing'],"[""Men's 80kg""]",09-04-2004,,,,,1
1556834,EDTMAYER T,Male,Athlete,GER,Germany,Germany,0,0.0,['Skateboarding'],"[""Men's Park""]",26-12-2000,,,,,0
1556838,STOEPHASIUS L,Female,Athlete,GER,Germany,Germany,0,0.0,['Skateboarding'],"[""Women's Park""]",05-06-2007,Student,,Her family,,0
1556860,MULLOJONOV L,Male,Athlete,UZB,Uzbekistan,Uzbekistan,192,0.0,['Boxing'],"[""Men's 92kg""]",13-05-1999,,,,,1
1556869,JALOLOV B,Male,Athlete,UZB,Uzbekistan,Uzbekistan,201,0.0,['Boxing'],"[""Men's +92kg""]",08-07-1994,Athlete,"National: Marat Kurbanov (UZB).<br>Personal: Rustam Saidov (UZB), Tulkin Kilichev (UZB)","Boxer Wladimir Klitschko (UKR), held the world heavyweight championship twice, including the unified WBA (Super), IBF, WBO, IBO, and Ring magazine titles. Considered to be one of the best heavyweights of all time. 1996 Olympic Games super heavyweight champion",,1
1556873,RAMAZANOV ME,Male,Athlete,BUL,Bulgaria,Bulgaria,0,0.0,['Wrestling'],"[""Men's Freestyle 86kg""]",22-05-1993,Athlete,,,,0
1556876,DULCE A,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,0,0.0,['Shooting'],['10m Air Pistol Women'],22-10-2005,Athlete,National: Oleg Moldovan (MDA),"Her coach, Oleg Moldovan. ""He has been with me as long as I can remember myself. He was there from the beginning, we work together more then 11 years, and he knows me better than I do."" (Athlete, 19 Apr 2024)</p><p>Her parents. ""My family is my main support. They've been with through it all and my parents are those people who gave me the most important things; life and love."" (Athlete, 19 Apr 2024)",Listening to music before the start of the competition,0
1556987,PUENTENER R,Male,Athlete,LIE,Liechtenstein,Liechtenstein,0,0.0,['Cycling Mountain Bike'],"[""Men's Cross-country""]",26-02-2004,Athlete,,,,0
1557220,BURRAJ F,Male,Athlete,ALB,Albania,Albania,193,0.0,['Athletics'],"[""Men's 100m""]",19-08-1998,Athlete,Personal: Bruno Rrotani (ALB),,,1
1557503,FASSI M,Female,Athlete,MEX,Mexico,Mexico,170,0.0,['Golf'],"[""Women's Individual Stroke Play""]",25-03-1998,,,,,1
1557703,ORTIZ C,Male,Athlete,MEX,Mexico,Mexico,183,0.0,['Golf'],"[""Men's Individual Stroke Play""]",24-04-1991,,,,,1
1557704,MADAYE I,Male,Athlete,CHA,Chad,Chad,0,0.0,['Archery'],"[""Men's Individual""]",23-03-1988,Athlete,,,,0
1557889,EL MOSTAFA F,Male,Athlete,MAR,Morocco,Morocco,171,0.0,['Athletics'],"[""Men's 3000m Steeplechase""]",13-01-2000,Athlete,,,,1
1557964,HENNESSY B,Female,Athlete,CRC,Costa Rica,Costa Rica,0,0.0,['Surfing'],['Women'],16-09-1999,Athlete,"Personal: Glenn Hall (AUS), as of 2021",,,0
1558157,TEH XH,Female,Athlete,SGP,Singapore,Singapore,0,0.0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",11-03-1994,Athlete,National: Lee Do-Hee (KOR),,"""I always have my bolster and eye-mask with me when I travel. Who doesn't love a good nights sleep?"" (Athlete, 19 Jun 2024)",0
1558203,LOBNIG M,Female,Athlete,AUT,Austria,Austria,0,0.0,['Rowing'],"[""Women's Single Sculls""]",19-07-1990,"Athlete, Army, student",Personal: Kurt Traer (AUT),,,0
1558205,ALTENHUBER L,Female,Athlete,AUT,Austria,Austria,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",24-07-1995,"Athlete, veterinarian",National: Robert Sens (GER),,,0
1558224,TIEFENTHALER L,Female,Athlete,AUT,Austria,Austria,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",28-09-1999,Athlete,National: Robert Sens (GER),,,0
1558236,HAUSER J,Female,Athlete,AUT,Austria,Austria,0,0.0,['Triathlon'],"[""Women's Individual""]",21-02-1994,Armed Forces athlete,,,,0
1558237,KAINDL T,Male,Athlete,AUT,Austria,Austria,0,0.0,['Triathlon'],"[""Men's Individual""]",20-03-1999,Athlete,Personal: Peter Leo (AUT),,,0
1558238,KNABL A,Male,Athlete,AUT,Austria,Austria,0,0.0,['Triathlon'],"[""Men's Individual""]",16-05-1992,Athlete,,His father,,0
1558240,PERTERER L,Female,Athlete,AUT,Austria,Austria,0,0.0,['Triathlon'],"[""Women's Individual""]",16-10-1991,Athlete,Personal: Ralf Schmiedeke (GER),,,0
1558281,HUSSEIN ALI,Male,Athlete,IRQ,Iraq,Iraq,182,0.0,['Football'],['Men'],01-03-2002,Athlete,Club: Robin van Persie (NED).<br>National: Radhi Shenaishil (IRQ),,,1
1558307,ANDRODIAS M,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Men's Double Sculls""]",11-06-1990,"Athlete, engineer",National: Juergen Grobler (GER).<br>Personal: Alexis Besancon (FRA),,,0
1558309,BEUREY H,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",17-05-1998,Athlete,,,,0
1558311,BOUCHERON H,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Men's Double Sculls""]",30-05-1993,Athlete,"National: Juergen Grobler (GER), Alexis Besancon (FRA)",,,0
1558312,BOVE C,Female,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",03-06-1998,"Athlete, student",,"Her family. ""My father has been my coach since I started. Mum remains more in her role as mother but she knows how to encourage me, to share her experience with me. But I don't feel any pressure.""  (myInfo)",,0
1558313,BRUNET B,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Men's Four""]",22-07-1991,"Athlete, methods technician",National: Jurgen Grobler (GER),,,0
1558324,LUDWIG F,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Lightweight Men's Double Sculls""]",22-07-2000,Athlete,,,,0
1558326,LUNATTI E,Female,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Women's Double Sculls""]",03-07-1998,"Athlete, student",,,,0
1558333,RAVERA SCARAMOZZI,Female,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Women's Double Sculls""]",19-09-1995,Athlete,,,,0
1558334,RAYET T,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Men's Four""]",12-12-1999,"Athlete, police officer",National: Jurgen Grobler (GER),,,0
1558339,TARANTOLA L,Female,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Lightweight Women's Double Sculls""]",08-06-1994,"Athlete, workplace manager",,,,0
1558340,TURLAN G,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Men's Four""]",18-10-1996,"Athlete, sport soldier (Air and Space Force)",National: Jurgen Grobler (GER),,,0
1558341,TURLAN T,Male,Athlete,FRA,France,France,0,0.0,['Rowing'],"[""Men's Four""]",18-10-1996,"Athlete, sport soldier (Air and Space Force)",National: Jurgen Grobler (GER),,,0
1558569,ZVEREV A,Male,Athlete,GER,Germany,Germany,198,0.0,['Tennis'],"[""Men's Singles"", 'Mixed Doubles']",20-04-1997,,Personal: Alexander Zverev Sr. (GER),His brother Mischa,,1
1558572,MARTERER M,Male,Athlete,GER,Germany,Germany,191,0.0,['Tennis'],"[""Men's Singles""]",15-06-1995,,Personal: Gerald Radovici (GER),,,1
1558573,STRUFF JL,Male,Athlete,GER,Germany,Germany,193,0.0,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",25-04-1990,,Personal: Carsten Arriens (GER),His parents,,1
1558575,KERBER A,Female,Athlete,GER,Germany,Germany,173,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",18-01-1988,,Personal: Torben Beltz (GER),,,1
1558576,SIEGEMUND L,Female,Athlete,GER,Germany,Germany,168,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']",04-03-1988,,Personal: Antonio Zucca (ITA),,,1
1558578,MARIA T,Female,Athlete,GER,Germany,Germany,172,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",08-08-1987,,Personal: Charles Edouard Maria (GER),,,1
1558586,PUETZ T,Male,Athlete,GER,Germany,Germany,185,0.0,['Tennis'],"[""Men's Doubles""]",19-11-1987,,Personal: Dominik Meffert (GER),,,1
1558587,KORPATSCH T,Female,Athlete,GER,Germany,Germany,170,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",12-05-1995,,Personal: Thomas Korpatsch (GER),,,1
1558588,KRAWIETZ K,Male,Athlete,GER,Germany,Germany,188,0.0,['Tennis'],"[""Men's Doubles""]",24-01-1992,,Personal: Lukas Wolff (GER),His parents,,1
1558590,KOEPFER D,Male,Athlete,GER,Germany,Germany,180,0.0,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",29-04-1994,,"Personal: Rhyne Williams (USA), Billy Heiser (USA)",,,1
1558641,GAMBARO B,Female,Athlete,ITA,Italy,Italy,0,0.0,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",20-05-1992,"Athlete, police officer","Personal: Sabrina Sena (ITA), Marco De Nicolo (ITA)",,,0
1558732,SOUDI M,Male,Athlete,MAR,Morocco,Morocco,0,0.0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",26-11-1999,Athlete,,,,0
1558748,ELKORD H,Male,Athlete,MAR,Morocco,France,0,0.0,['Fencing'],"[""Men's Épée Individual""]",24-02-1993,"Athlete, chiropodist",,His sister Camelia,,0
1558763,KONINI M,Female,Athlete,ALB,Albania,Albania,0,0.0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",19-08-1975,Athlete,National: Mata Diana (ALB).<br>Personal: Spada Mavrizio,,,0
1558773,LINDEMANN L,Female,Athlete,GER,Germany,Germany,0,0.0,['Triathlon'],"[""Women's Individual""]",26-06-1996,Athlete. She has studied to become an officer with the Brandenburg Police in Germany,Personal: Dan Lorang,,,0
1558775,LUEHRS L,Male,Athlete,GER,Germany,Germany,0,0.0,['Triathlon'],"[""Men's Individual""]",16-05-1996,Athlete,"Christoph Großkopf (GER), Dan Lorang (LUX)",,,0
1558777,SCHOMBURG J,Male,Athlete,GER,Germany,Germany,0,0.0,['Triathlon'],"[""Men's Individual""]",31-01-1994,Armed Forces athlete,Personal (father): Arnd Schomburg,,He listens to music before a race,0
1558780,HELLWIG T,Male,Athlete,GER,Germany,Germany,0,0.0,['Triathlon'],"[""Men's Individual""]",30-06-1999,Armed Forces athlete,"National: Thomas Moeller (GER). Personal: Steffen Justus (GER), Louis Delahaije (GER)",,,0
1558782,EIM N,Female,Athlete,GER,Germany,Germany,0,0.0,['Triathlon'],"[""Women's Individual""]",01-08-1998,Armed Forces athlete,Personal: Ron Schmidt (GER).</p><p>National: Thomas Moeller (GER),,,0
1558784,TERTSCH L,Female,Athlete,GER,Germany,Germany,0,0.0,['Triathlon'],"[""Women's Individual""]",01-12-1998,Athlete,National: Daniel Unger (GER),Her mother,,0
1558815,ZAKARANI Y,Female,Athlete,MAR,Morocco,Morocco,0,0.0,['Fencing'],"[""Women's Foil Individual""]",07-01-1995,,,,,0
1558933,KOUMA A,Male,Athlete,MLI,Mali,Mali,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",08-02-2005,Athlete,,,,0
1558938,THIELE ES,Male,Athlete,GER,Germany,Germany,0,0.0,['Wrestling'],"[""Men's Freestyle 97kg""]",05-06-1996,"Athlete, police officer",National: Juergen Scheibe,,,0
1558945,NIEMESCH LHG,Female,Athlete,GER,Germany,Germany,0,0.0,['Wrestling'],"[""Women's Freestyle 62kg""]",07-09-1995,"Athlete, part-time tax assistant",National: Patrick Loes (GER).<br>Personal: Frank Heinzelbecker (GER),,,0
1558946,PARUSZEWSKI S,Female,Athlete,GER,Germany,Germany,0,0.0,['Wrestling'],"[""Women's Freestyle 57kg""]",03-11-1993,"Athlete, sport soldier",,,,0
1558949,WENDLE A,Female,Athlete,GER,Germany,Germany,0,0.0,['Wrestling'],"[""Women's Freestyle 53kg""]",15-09-1997,"Athlete, student teacher, sport soldier",National: Patrick Loes,,,0
1558950,BLAYVAS A,Female,Athlete,GER,Germany,Germany,0,0.0,['Wrestling'],"[""Women's Freestyle 50kg""]",13-01-2001,Athlete,,,,0
1558955,KRAHMER J,Male,Athlete,GER,Germany,Germany,0,0.0,['Wrestling'],"[""Men's Greco-Roman 130kg""]",19-11-1995,Athlete,,,,0
1558963,LAZOGIANIS LA,Male,Athlete,GER,Germany,Germany,0,0.0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",18-04-2001,Athlete,,,,0
1559158,DIABATE A,Female,Athlete,MLI,Mali,Mali,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",28-08-2005,Athlete,,,,0
1559387,DUDAEV I,Male,Athlete,ALB,Albania,Albania,0,0.0,['Wrestling'],"[""Men's Freestyle 65kg""]",15-01-1995,,"Personal: Umar Suleymanov (RUS), Vahid Khusanov (RUS)",,,0
1559454,MNATSAKANIAN A,Male,Athlete,BUL,Bulgaria,Bulgaria,0,0.0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",14-10-1995,Athlete,Personal: Biser Georgiev (BUL),,,0
1559457,MEMNELOUM D,Female,Athlete,CHA,Chad,Chad,0,0.0,['Judo'],['Women -70 kg'],06-06-1994,Athlete,,,,0
1559471,NOVIKOV SS,Male,Athlete,BUL,Bulgaria,Bulgaria,0,0.0,['Wrestling'],"[""Men's Greco-Roman 87kg""]",11-12-1997,,,,,0
1559474,MILOV KM,Male,Athlete,BUL,Bulgaria,Bulgaria,0,0.0,['Wrestling'],"[""Men's Greco-Roman 130kg""]",27-01-1997,Athlete,,,,0
1559512,NOLOT L,Female,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Women's Kite""]",09-12-1998,Athlete,"National: Bertrand Dumortier (FRA).</p><p>National: Ariane Imbert (FRA), her first coach when she started competing",,,0
1559519,MAZELLA A,Male,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Men's Kite""]",10-12-1997,"Athlete, French Navy",National: Ariane Imbert (FRA),,,0
1559523,NOESMOEN H,Female,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Women's Windsurfing""]",31-12-1992,"Athlete, French navy",Christophe Boutet (FRA),,,0
1559529,GOYARD N,Male,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Men's Windsurfing""]",03-01-1996,Athlete,,,,0
1559539,CERVERA L,Female,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Women's Dinghy""]",14-04-1998,"Athlete, student",Personal: Fabrizio Lazzerini (ITA).<br>Mental: Ingrid Petitjean (FRA),,,0
1559542,BERNAZ JB,Male,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Men's Dinghy""]",18-07-1987,"Athlete, serves in the navy","Rambeau Pascal (FRA), 2004 Olympic bronze medallist in the Star Class with Xavier Rohart","Lionel Pellegino (FRA), his trainer since 2004","""Stretching (I am getting old).""",0
1559549,LECOINTRE C,Female,Athlete,FRA,France,France,0,0.0,['Sailing'],['Mixed Dinghy'],25-02-1985,"Athlete, serves in the navy",National: Gildas Philippe (FRA),,,0
1559550,MION J,Male,Athlete,FRA,France,France,0,0.0,['Sailing'],['Mixed Dinghy'],05-07-1989,"Athlete, solider with the Joinville Battalion",National: Philippe Mourniac (FRA),,,0
1559558,STEYAERT S,Female,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Women's Skiff""]",27-11-1986,"Teacher, athlete",Benjamin Bonnaud (FRA),,,0
1559559,PICON C,Female,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Women's Skiff""]",23-12-1984,"Armed forces, athlete",National: Cedric Leroy (FRA),,,0
1559566,FISCHER E,Male,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Men's Skiff""]",11-01-1994,"Athlete, coach",National: Francoise Le Courtois (FRA),,,0
1559568,PEQUIN C,Male,Athlete,FRA,France,France,0,0.0,['Sailing'],"[""Men's Skiff""]",16-02-1993,Athlete,National: Francoise Le Courtois (FRA),,,0
1559580,MOURNIAC T,Male,Athlete,FRA,France,France,0,0.0,['Sailing'],['Mixed Multihull'],14-04-1998,"Athlete, student","Pierre Noesmoen (FRA), brother of ILCA 6 sailor Helene Noesmoen.<br>Jean-Christophe Mourniac, (FRA) his father",His father,,0
1559581,BERTHOMIEU L,Female,Athlete,FRA,France,France,0,0.0,['Sailing'],['Mixed Multihull'],20-06-2001,Athlete,"Jean-Christophe Mourniac (FRA), her sailing partner's father",,,0
1559918,VEITIA L,Female,Athlete,CUB,Cuba,Cuba,168,0.0,['Athletics'],"[""Women's 4 x 400m Relay""]",29-04-1994,Athlete,Personal: Juan Gualberto Valdes,,,1
1559994,CORREA A,Male,Athlete,PER,Peru,Peru,0,0.0,['Surfing'],['Men'],03-01-1998,Athlete,,,,0
1560071,MESINAS L,Male,Athlete,PER,Peru,Peru,0,0.0,['Surfing'],['Men'],20-04-1996,Athlete,,His parents,,0
1560138,AGUIRRE S,Female,Athlete,PER,Peru,Peru,0,0.0,['Surfing'],['Women'],18-07-2003,Athlete,,,,0
1560166,DIOP B,Male,Athlete,SEN,Senegal,Senegal,0,0.0,['Taekwondo'],['Men -58kg'],03-01-1997,Athlete,,,,0
1560182,MENDY LF,Male,Athlete,SEN,Senegal,Senegal,190,0.0,['Athletics'],"[""Men's 110m Hurdles""]",02-03-1999,Athlete,Personal: Alain Smail (FRA),His mother,,1
1560261,MENA SOLANO M,Female,Athlete,CRC,Costa Rica,Costa Rica,0,0.0,['Cycling Road'],"[""Women's Road Race""]",30-04-1993,Athlete,,"Her mother. ""She is the foundation of who I am, my best teacher, my greatest example, a woman who has taught me to fight to achieve what I want and that I should not allow anyone to tell me I can't do something. She taught me to love God above all."" (Athlete, 24 Apr 2024)",,0
1560280,ZHOU J,Female,Athlete,SGP,Singapore,Singapore,0,0.0,['Table Tennis'],"[""Women's Singles""]",08-05-2005,,,,,0
1560283,ULUNISAU R,Female,Athlete,FIJ,Fiji,Fiji,163,59.0,['Rugby Sevens'],['Women'],02-11-1994,Athlete,National: Saiasi Fuli (FIJ),,,2
1560288,LIKUCEVA L,Female,Athlete,FIJ,Fiji,Fiji,169,76.0,['Rugby Sevens'],['Women'],03-02-1999,Athlete,National: Saiasi Fuli (FIJ),,,2
1560290,NAIMASI AM,Female,Athlete,FIJ,Fiji,Fiji,165,67.0,['Rugby Sevens'],['Women'],21-02-1994,"Athlete, travel agent",National: Saiasi Fuli (FIJ),,,2
1560315,ROKOTUISIGA M,Female,Athlete,FIJ,Fiji,Fiji,164,65.0,['Rugby Sevens'],['Women'],08-06-2001,"Athlete, police officer",National: Saiasi Fuli (FIJ),,,2
1560342,YEREMENKO A,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Archery'],"[""Men's Individual"", ""Men's Team""]",09-07-2004,Athlete,,,,0
1560348,TAU M,Female,Athlete,LES,Lesotho,Lesotho,0,0.0,['Taekwondo'],['Women -49kg'],01-04-1997,Athlete,,"Her late father. ""My dad passed away and I do taekwondo because it reminds me of him. When I fight, when I train, I feel close to him."" (Carre, 4 Apr 2024)",,0
1560376,HUSSEIN HASAN,Male,Athlete,IRQ,Iraq,Iraq,190,0.0,['Football'],['Men'],05-10-2003,Athlete,National: Radhi Shenaishil (IRQ),,,1
